model,brier_score,roc_auc,pr_auc
base_random_forest,0.21243405999601025,0.7140891742036722,0.5666245114227222
sigmoid,0.20355119413181677,0.7158513472743049,0.5692240876539829
isotonic,0.20348880049392806,0.7157747300121964,0.5715929891457443
