model,brier_score,roc_auc,pr_auc
base_random_forest,0.1306713260518814,0.8924808250444339,0.7590872799565854
sigmoid,0.12247295490269369,0.8926709749599452,0.7581718209808994
isotonic,0.12271391821914773,0.8926063781957463,0.7580039717556907
